Campaign,Ad group,Ad ID,Day,Ad strength,Clicks,CTR,Conv. rate,Impressions,Impression (Absolute Top) %,Impression (Top) %,Cost / conv.,Click conversion rate,Cross-device conv.,Engagements,Conversions,Cost
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"May 16, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"May 17, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"May 18, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"May 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"May 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"May 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"May 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"May 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"May 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 4, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 5, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 6, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 7, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 8, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 9, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 10, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 11, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 12, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 13, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"May 16, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"May 17, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"May 18, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"May 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"May 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"May 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"May 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"May 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"May 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 4, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 5, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 6, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 7, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 8, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 9, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 10, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 11, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 12, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 13, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 27, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 28, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 29, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 30, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 5, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 6, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 7, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 8, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 9, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 10, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 11, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 12, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 13, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 14, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 15, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 16, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 17, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 18, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0,฿0
