Campaign,Ad group,Ad ID,Day,Ad strength,Clicks,CTR,Conv. rate,Impressions,Impression (Absolute Top) %,Impression (Top) %,Cost / conv.,Click conversion rate,Cross-device conv.,Engagements,Conversions
กล่อง  #1,กล่อง  #1,228491207661,"Dec 16, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,258466695093,"Dec 17, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,411425311125,"Dec 17, 2024",Excellent,13,17.11%,0%,76,0%,42.86%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,228491207661,"Dec 17, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,258466478637,"Dec 17, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,258466695093,"Dec 18, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,411425311125,"Dec 18, 2024",Excellent,1,5.26%,0%,19,0%,12.5%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,228491207661,"Dec 18, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,258466478637,"Dec 18, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,258466695093,"Dec 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,228491207661,"Dec 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,411425311125,"Dec 19, 2024",Excellent,19,19.79%,10.53%,96,0%,35.71%,฿86.03,10.53%,0,0,2
กล่อง  #1,กล่อง  #1,258466478637,"Dec 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,258466478637,"Dec 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,411425311125,"Dec 20, 2024",Excellent,2,6.06%,0%,33,0%,11.11%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,228491207661,"Dec 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,258466695093,"Dec 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,258466478637,"Dec 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,228491207661,"Dec 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,258466695093,"Dec 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,411425311125,"Dec 21, 2024",Excellent,25,12.32%,0%,203,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,228491207661,"Dec 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,411425311125,"Dec 22, 2024",Excellent,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,258466695093,"Dec 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,258466478637,"Dec 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,411425311125,"Dec 23, 2024",Excellent,13,8.33%,0%,156,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,228491207661,"Dec 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,258466695093,"Dec 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,258466478637,"Dec 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,411425311125,"Dec 24, 2024",Excellent,1,4.76%,0%,21,0%,47.06%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,258466695093,"Dec 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,228491207661,"Dec 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,258466478637,"Dec 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,411425311125,"Dec 25, 2024",Excellent,23,10.5%,4.35%,219,0%,45%,฿141.65,4.35%,0,0,1
กล่อง  #1,กล่อง  #1,258466478637,"Dec 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,228491207661,"Dec 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,258466695093,"Dec 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,411425311125,"Dec 26, 2024",Excellent,4,17.39%,25%,23,0%,58.33%,฿53.95,25%,0,0,1
กล่อง  #1,กล่อง  #1,258466695093,"Dec 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,258466478637,"Dec 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1,228491207661,"Dec 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Nov 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Nov 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Nov 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Nov 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Nov 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Nov 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Nov 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Nov 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Nov 27, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Nov 28, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Nov 29, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Nov 30, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 5, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 6, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 7, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 8, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 9, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 10, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 11, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 12, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 13, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 14, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 15, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 16, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 17, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 18, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
กล่อง  #1,กล่อง  #1 - กลุ่มโฆษณาแบบไดนามิก,446348979784,"Dec 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Nov 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Nov 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Nov 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Nov 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Nov 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Nov 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Nov 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Nov 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Nov 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Nov 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Nov 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Nov 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Nov 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Nov 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Nov 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Nov 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Nov 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Nov 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Nov 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Nov 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Nov 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Nov 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Nov 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Nov 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Nov 27, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Nov 27, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Nov 27, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Nov 28, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Nov 28, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Nov 28, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Nov 29, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Nov 29, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Nov 30, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 5, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 5, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 5, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 6, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 6, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 6, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 7, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 7, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 7, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 8, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 8, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 8, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 9, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 9, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 9, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 10, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 10, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 10, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 11, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 11, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 11, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 12, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 12, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 12, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 13, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 13, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 13, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 14, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 14, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 14, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 15, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 15, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 15, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 16, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 16, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 16, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 17, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 17, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 17, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 18, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 18, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 18, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 6, 2024",Good,0,0%,0%,1,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 7, 2024",Good,14,16.67%,21.43%,84,27.38%,79.76%,฿168.13,21.43%,0,0,3
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 8, 2024",Good,12,10.81%,0%,111,17.12%,68.47%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 9, 2024",Good,8,12.31%,0%,65,26.15%,70.77%,฿0,0%,0,0,0
